Job_ID,Job_Role,Skills,Skills_Normalised,Skills_List,Projects,Companies,Domain,Target_Students,Experience_Label,Experience_Level,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Skill_Count,Skill_Count_Outlier,Embedding_Text
337,Ethical Hacking Intern,"Kali Linux, Networking, Pen Testing, Scripting Basics",kali linux | networking | pen testing | scripting basics,"[""kali linux"", ""networking"", ""pen testing"", ""scripting basics""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Ethical Hacking Intern. Skills: Kali Linux, Networking, Pen Testing, Scripting Basics. Experience: Entry-level (0-2 years)"
338,Iot Research Intern,"Raspberry Pi, Arduino, Sensors, Python, Data Logging",raspberry pi | arduino | sensors | python | data logging,"[""raspberry pi"", ""arduino"", ""sensors"", ""python"", ""data logging""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Iot Research Intern. Skills: Raspberry Pi, Arduino, Sensors, Python, Data Logging. Experience: Entry-level (0-2 years)"
339,Vr/Ar Intern,"Unity, 3D Modeling, C#, Problem Solving, Creativity",unity | 3d modeling | c# | problem solving | creativity,"[""unity"", ""3d modeling"", ""c#"", ""problem solving"", ""creativity""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Vr/Ar Intern. Skills: Unity, 3D Modeling, C#, Problem Solving, Creativity. Experience: Entry-level (0-2 years)"
340,Game Design Intern,"Unity, C#, Storyboarding, Logic, Creativity",unity | c# | storyboarding | logic | creativity,"[""unity"", ""c#"", ""storyboarding"", ""logic"", ""creativity""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Game Design Intern. Skills: Unity, C#, Storyboarding, Logic, Creativity. Experience: Entry-level (0-2 years)"
341,School Robotics Intern,"LEGO, Sensors, Logical Thinking, Problem Solving",lego | sensors | logical thinking | problem solving,"[""lego"", ""sensors"", ""logical thinking"", ""problem solving""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Robotics Intern. Skills: LEGO, Sensors, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years)"
342,School Astronomy Club,"Observation, Telescope Basics, Data Recording, Reporting",observation | telescope basics | data recording | reporting,"[""observation"", ""telescope basics"", ""data recording"", ""reporting""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Astronomy Club. Skills: Observation, Telescope Basics, Data Recording, Reporting. Experience: Entry-level (0-2 years)"
343,School Science Project,"Experimentation, Observation, Data Recording, Reporting",experimentation | observation | data recording | reporting,"[""experimentation"", ""observation"", ""data recording"", ""reporting""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Science Project. Skills: Experimentation, Observation, Data Recording, Reporting. Experience: Entry-level (0-2 years)"
344,School Physics Intern,"Simple Experiments, Measurement, Data Analysis, Observation",simple experiments | measurement | data analysis | observation,"[""simple experiments"", ""measurement"", ""data analysis"", ""observation""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Physics Intern. Skills: Simple Experiments, Measurement, Data Analysis, Observation. Experience: Entry-level (0-2 years)"
345,School Chemistry Intern,"Lab Safety, Simple Experiments, Observation, Reporting",lab safety | simple experiments | observation | reporting,"[""lab safety"", ""simple experiments"", ""observation"", ""reporting""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Chemistry Intern. Skills: Lab Safety, Simple Experiments, Observation, Reporting. Experience: Entry-level (0-2 years)"
346,School Biology Intern,"Plant/Animal Study, Observation, Data Collection",plant/animal study | observation | data collection,"[""plant/animal study"", ""observation"", ""data collection""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,3,False,"Job Role: School Biology Intern. Skills: Plant/Animal Study, Observation, Data Collection. Experience: Entry-level (0-2 years)"
347,School Math & Coding,"Scratch, Python Basics, Logical Thinking, Problem Solving",scratch | python basics | logical thinking | problem solving,"[""scratch"", ""python basics"", ""logical thinking"", ""problem solving""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Math & Coding. Skills: Scratch, Python Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years)"
348,School Art & Creativity,"Drawing, Painting, Craft, Creativity, Attention to Detail",drawing | painting | craft | creativity | attention to detail,"[""drawing"", ""painting"", ""craft"", ""creativity"", ""attention to detail""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: School Art & Creativity. Skills: Drawing, Painting, Craft, Creativity, Attention to Detail. Experience: Entry-level (0-2 years)"
349,School Writing Club,"Storytelling, Grammar, Creativity, Communication",storytelling | grammar | creativity | communication,"[""storytelling"", ""grammar"", ""creativity"", ""communication""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Writing Club. Skills: Storytelling, Grammar, Creativity, Communication. Experience: Entry-level (0-2 years)"
350,School Environmental Intern,"Awareness Programs, Data Collection, Reporting, Teamwork",awareness programs | data collection | reporting | teamwork,"[""awareness programs"", ""data collection"", ""reporting"", ""teamwork""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Environmental Intern. Skills: Awareness Programs, Data Collection, Reporting, Teamwork. Experience: Entry-level (0-2 years)"
351,School Robotics & Coding,"Arduino Basics, Logic, Problem Solving, Creativity",arduino basics | logic | problem solving | creativity,"[""arduino basics"", ""logic"", ""problem solving"", ""creativity""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Robotics & Coding. Skills: Arduino Basics, Logic, Problem Solving, Creativity. Experience: Entry-level (0-2 years)"
352,School Ai/Ml Intro,"Python Basics, Logical Thinking, Problem Solving",python basics | logical thinking | problem solving,"[""python basics"", ""logical thinking"", ""problem solving""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,3,False,"Job Role: School Ai/Ml Intro. Skills: Python Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years)"
353,School Astronomy Intern,"Observation, Telescopes, Recording, Reporting",observation | telescopes | recording | reporting,"[""observation"", ""telescopes"", ""recording"", ""reporting""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Astronomy Intern. Skills: Observation, Telescopes, Recording, Reporting. Experience: Entry-level (0-2 years)"
354,School Engineering Club,"Building Models, Simple Mechanics, Creativity, Problem Solving",building models | simple mechanics | creativity | problem solving,"[""building models"", ""simple mechanics"", ""creativity"", ""problem solving""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Engineering Club. Skills: Building Models, Simple Mechanics, Creativity, Problem Solving. Experience: Entry-level (0-2 years)"
355,School Math & Logic,"Puzzles, Problem Solving, Analytical Thinking",puzzles | problem solving | analytical thinking,"[""puzzles"", ""problem solving"", ""analytical thinking""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,3,False,"Job Role: School Math & Logic. Skills: Puzzles, Problem Solving, Analytical Thinking. Experience: Entry-level (0-2 years)"
356,School Science Fair Intern,"Experiments, Observation, Reporting, Presentation",experiments | observation | reporting | presentation,"[""experiments"", ""observation"", ""reporting"", ""presentation""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Science Fair Intern. Skills: Experiments, Observation, Reporting, Presentation. Experience: Entry-level (0-2 years)"
357,Agriculture Research Intern,"Crop Study, Soil Analysis, Reporting, Data Collection",crop study | soil analysis | reporting | data collection,"[""crop study"", ""soil analysis"", ""reporting"", ""data collection""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Agriculture Research Intern. Skills: Crop Study, Soil Analysis, Reporting, Data Collection. Experience: Entry-level (0-2 years)"
358,Farm Management Intern,"Irrigation Basics, Crop Management, Data Recording",irrigation basics | crop management | data recording,"[""irrigation basics"", ""crop management"", ""data recording""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,3,False,"Job Role: Farm Management Intern. Skills: Irrigation Basics, Crop Management, Data Recording. Experience: Entry-level (0-2 years)"
359,Agricultural Tech Intern,"Sensors, IoT Basics, Data Collection, Reporting",sensors | iot basics | data collection | reporting,"[""sensors"", ""iot basics"", ""data collection"", ""reporting""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Agricultural Tech Intern. Skills: Sensors, IoT Basics, Data Collection, Reporting. Experience: Entry-level (0-2 years)"
360,Agri-Business Intern,"Excel, Reporting, Market Analysis, Data Collection",excel | reporting | market analysis | data collection,"[""excel"", ""reporting"", ""market analysis"", ""data collection""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Agri-Business Intern. Skills: Excel, Reporting, Market Analysis, Data Collection. Experience: Entry-level (0-2 years)"
361,Finance Intern,"Excel, Accounting Basics, Data Analysis, Financial Modelling",excel | accounting basics | data analysis | financial modelling,"[""excel"", ""accounting basics"", ""data analysis"", ""financial modelling""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Finance Intern. Skills: Excel, Accounting Basics, Data Analysis, Financial Modelling. Experience: Entry-level (0-2 years)"
362,Accounting Assistant,"Bookkeeping, Excel, Accounting Principles, Data Entry",bookkeeping | excel | accounting principles | data entry,"[""bookkeeping"", ""excel"", ""accounting principles"", ""data entry""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Accounting Assistant. Skills: Bookkeeping, Excel, Accounting Principles, Data Entry. Experience: Entry-level (0-2 years)"
363,Banking Intern,"Customer Service, Finance Basics, Data Handling",customer service | finance basics | data handling,"[""customer service"", ""finance basics"", ""data handling""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,3,False,"Job Role: Banking Intern. Skills: Customer Service, Finance Basics, Data Handling. Experience: Entry-level (0-2 years)"
364,Investment Research Intern,"Excel, Python, Financial Analysis, Reporting",excel | python | financial analysis | reporting,"[""excel"", ""python"", ""financial analysis"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Investment Research Intern. Skills: Excel, Python, Financial Analysis, Reporting. Experience: Entry-level (0-2 years)"
365,Risk Management Intern,"Data Analysis, Excel, Reporting, Problem Solving",data analysis | excel | reporting | problem solving,"[""data analysis"", ""excel"", ""reporting"", ""problem solving""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Risk Management Intern. Skills: Data Analysis, Excel, Reporting, Problem Solving. Experience: Entry-level (0-2 years)"
366,Insurance Intern,"Customer Handling, Excel, Reporting, Data Analysis",customer handling | excel | reporting | data analysis,"[""customer handling"", ""excel"", ""reporting"", ""data analysis""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Insurance Intern. Skills: Customer Handling, Excel, Reporting, Data Analysis. Experience: Entry-level (0-2 years)"
367,Financial Modelling Intern,"Excel, Python, Analytics, Forecasting, Reporting",excel | python | analytics | forecasting | reporting,"[""excel"", ""python"", ""analytics"", ""forecasting"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Financial Modelling Intern. Skills: Excel, Python, Analytics, Forecasting, Reporting. Experience: Entry-level (0-2 years)"
368,Stock Market Research Intern,"Excel, Data Analysis, Market Research, Reporting",excel | data analysis | market research | reporting,"[""excel"", ""data analysis"", ""market research"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Stock Market Research Intern. Skills: Excel, Data Analysis, Market Research, Reporting. Experience: Entry-level (0-2 years)"
369,Economics Research Intern,"Data Collection, Analysis, Excel, Reporting",data collection | analysis | excel | reporting,"[""data collection"", ""analysis"", ""excel"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Economics Research Intern. Skills: Data Collection, Analysis, Excel, Reporting. Experience: Entry-level (0-2 years)"
370,Marketing Intern,"Market Research, MS Office, Communication, Creativity",market research | ms office | communication | creativity,"[""market research"", ""ms office"", ""communication"", ""creativity""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Marketing Intern. Skills: Market Research, MS Office, Communication, Creativity. Experience: Entry-level (0-2 years)"
371,Digital Marketing Intern,"Social Media, SEO, Content Writing, Analytics",social media | seo | content writing | analytics,"[""social media"", ""seo"", ""content writing"", ""analytics""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Digital Marketing Intern. Skills: Social Media, SEO, Content Writing, Analytics. Experience: Entry-level (0-2 years)"
372,Content Writer,"Writing Skills, Creativity, Grammar, Research",writing skills | creativity | grammar | research,"[""writing skills"", ""creativity"", ""grammar"", ""research""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Content Writer. Skills: Writing Skills, Creativity, Grammar, Research. Experience: Entry-level (0-2 years)"
373,Graphic Design Intern,"Photoshop, Illustrator, Creativity, Layout Design",photoshop | illustrator | creativity | layout design,"[""photoshop"", ""illustrator"", ""creativity"", ""layout design""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Graphic Design Intern. Skills: Photoshop, Illustrator, Creativity, Layout Design. Experience: Entry-level (0-2 years)"
